Customer Code,Customer Name,Country Name,Employee ,Customer Type
C2372,East Shipping Limited C/O Senemar Shipping and Trading LTD.,AFRICA,ARZU,Inactive
C0051,ED & F MAN SHIPPING,ENGLAND,Unassigned,Inactive
C2531,EFE DENIZCILIK SANAYI TICARET LTD STI,TURKEY,ARZU,Inactive
C2623,ELENI MARITIME LTD c/o EMPIRE BULKERS LTD,ATHENS,ARZU,Inactive
C2590,ELLIE M SHIPPING CO LTD,MARSHALL ISLANDS,Unassigned,Inactive
C2575,EMC GAS CORPORATION,GEORGIA,STELLA,Inactive
C1171,EMIRATES SHIPPING LLC C/O  GULF ENERGY LIMITED,UNITED ARAB EMIRATES,MALEK,Inactive
C2093,EMSAN DENIZCILIK SAN.TIC.AS AND / OR Unlu Denizcilik San. Tic. A.S,TURKEY,ARZU,Inactive
C2524,Engelhart CTP (Switzerland) S.A.,SWITZERLAND,KAREN,Inactive
C2264,ENNERO DMCC,UNITED ARAB EMIRATES,Unassigned,Inactive
C2640,Er Denizcilik Sanayi ve Ticaret AS,TURKEY,OMAR,Inactive
C2639,Er Komur Pazarlama Madencilik Denizcilik Turizm ve Ticaret AS,TURKEY,OMAR,Inactive
C0056,ETIHAD ENGINEERING & MARING SERVICES FZC,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C2422,EURASIA INTERNATIONAL SHIPPING LTD.C/O UNIMARIN DENIZCILIK SAN. VE TIC. LTD. STI.,TURKEY,ARZU,Inactive
C2219,EURASIA SOUTH SHIPPING LTD.C/O UNIMARIN DENIZCILIK SAN. VE TIC. LTD. STI.,MALTA,ARZU,Inactive
C2423,EURASIA UNITED SHIPPING LTD.C/O UNIMARIN DENIZCILIK SAN. VE TIC. LTD. STI.,TURKEY,ARZU,Inactive
C2345,EURO BUNKERING SERVICE LP,UNITED KINGDOM,OMAR,Inactive
C2741,European Shipping & Commodities SA,MARSHALL ISLANDS,OMAR,Inactive
C0809,EXECUTIVE OFFSHORE SHIPPING SDN BHD,MALAYSIA,KAREN,Inactive
C0890,F.T. Maritime Services LTD,GEORGIA,Unassigned,Inactive
C2327,Far Shipping (Singapore) Pte Ltd,SINGAPORE,KAREN,Inactive
C022611,FAYETTE INTERNATIONAL HOLDINGS LTD AND/OR METINVEST SHIPPING LINES,VIRGIN ISLANDS (BRITISH),Unassigned,Inactive
C2631,FENG SEA SHIPPING PTE LTD,CHINA,SONNICH,Inactive
C2439,Fertilia SPA,ITALY,VALERIO,Inactive
C2235,FNSA FUEL LTD FZE,UNITED ARAB EMIRATES,Unassigned,Inactive
C2277,Focus Shipping co ltd c/o Shanghai Dingheng co ltd,CHINA,SASCHA,Inactive
C2291,Foreguard Shipping Pte Ltd.,SINGAPORE,CHONG HAN,Inactive
C2510,FORMOSA PETROCHEMICAL CORPORATION,TAIWAN,Unassigned,Inactive
C0060,FREESIA NAVIGATION S.A,INDONESIA,Unassigned,Inactive
C2614,FRIEDA SHIPPING PTE. LTD,SINGAPORE,SONNICH,Inactive
C0838,FROST GLOBAL PTE LTD,SINGAPORE,SATNAM,Inactive
C2408,FT Maritime Services Ltd,,STELLA,Inactive
C0442,FUGRO SINGAPORE MARINE PTE LTD,SINGAPORE,SASCHA,Inactive
C0851,G OCEAN TRADING PTE LTD,SINGAPORE,SATNAM,Inactive
C2570,GALEAS LTD,CYPRUS,STELLA,Inactive
C2517,GATE GRUP YÖNETIM SAN. VE TIC.,TURKEY,ARZU,Inactive
C2592,GECOMAR SRL,ITALY,VALERIO,Inactive
C0817,GENSHIPPING PACIFIC LINE PTE LTD,SINGAPORE,Unassigned,Inactive
C2094,"GIA LONG TRADING AND SHIPPING CO., LTD",VIETNAM,Unassigned,Inactive
C2205,Glander International Bunkering DMCC,UNITED ARAB EMIRATES,MAAZ AHMED,Inactive
C0842,GLANDER INTERNATIONAL BUNKERING PTE LTD,SINGAPORE,VALERIO,Inactive
C2213,GLOBAL AJA CORPORATION,BRISITSH WEST INDIES,MALEK,Inactive
C0061,GLOBAL BULK INTERNATIONAL FZE,UNITED ARAB EMIRATES,Unassigned,Inactive
C0777,GLOBAL ENERGY OVERSEAS PTE LTD,SINGAPORE,SATNAM,Inactive
C0062,GLOBAL ENERGY TRADING PTE LTD,SINGAPORE,Unassigned,Inactive
C2445,"GLOBAL LOGISTICS & CHARTERING CO, LTD",VIETNAM,Unassigned,Inactive
C0239,GLORYGOLD MARINE PTE LTD,SINGAPORE,WILL ZHANG,Inactive
C0065,GOLD TRUST MARITIME JSC,VIETNAM,Unassigned,Inactive
C0066,GOLDEN OCEAN MARINE CO LTD,CHINA,Unassigned,Inactive
C2481,GP GLOBAL APAC Pte Ltd,SINGAPORE,VALERIO,Inactive
C2349,GP Global ARA BV,UNITED KINGDOM,VALERIO,Inactive
C2687,GP GLOBAL WOS LTD,UNITED KINGDOM,OMAR,Inactive
C2244,GRACE GROUP LIMITED C/O K Tankercilik ve Gemi Işletmeciliği A.S.,TURKEY,Unassigned,Inactive
C0067,GRACE GROUP SINGAPORE PTE LTD,SINGAPORE,Unassigned,Inactive
C2328,Granmar Denizcilik San. Tic. Ltd. Sti.,ISTANBUL,ARZU,Inactive
C2399,Green Marine Ltd. C/O Dekamar Denizcilik Sanayi ve Tic Ltd Şti,TURKEY,ARZU,Inactive
C2587,GREEN WORLD CO LTD,"KOREA, REPUBLIC OF",HYUKMIN,Inactive
C2544,Grimaldi Deep Sea Spa,ITALY,VALERIO,Inactive
C2559,GRIMALDI EUROMED SPA,,VALERIO,Inactive
C0068,GU CRUDE CARRIERS PTE LTD,INDIA,VAISHNAV,Inactive
C2359,Guangdong Yuean Shipping（H.K.） Co Ltd c/o Guangdong Nanfeng Shipping Co Ltd,CHINA,KAREN,Inactive
C2693,GULF ENVIRONMENT & WASTE FZE,UNITED ARAB EMIRATES,KUROSH,Inactive
C2204,GULF LINK CARGO LLC,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C1174,GULF OF ADEN SHIPPING LLC,UNITED ARAB EMIRATES,MALEK,Inactive
C022619,GULF PETROCHEM,,SATNAM,Inactive
C1185,GULFRUSS SHIPPING COMPANY LIMITED,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C2390,H.CAN MARITIME LIMITED C/O YILKEM KIMYA SAN. VE TIC. A.S.,TURKEY,ARZU,Inactive
C2330,HACIOGULLARI HAZIR BETON SAC ve YAPI MALZ. SAN. TIC. A.S. c/o Sonay Shipping Ltd Sti,TURKEY,ARZU,Inactive
C0820,HAI AU MARINE SERVICE JOINT STOCK COMPANY,VIETNAM,Unassigned,Inactive
C2594,"HAI DUONG MARITIME CO., LTD",VIETNAM,Unassigned,Inactive
C0070,HAI HA WATERWAY TRANSPORT,VIETNAM,Unassigned,Inactive
C2234,HAI PHONG SHIP SERVICES JSC,VIETNAM,Unassigned,Inactive
C0072,HAI PHUONG CO. LTD,VIETNAM,Unassigned,Inactive
C2223,HAKSA SHIPPING LTD.,TURKEY,ARZU,Inactive
C2332,HALIL SHIPPING CO. LTD.,MARSHALL ISLANDS,ARZU,Inactive
C2265,Hanwa Singapore (PTE) LTD,SINGAPORE,Unassigned,Inactive
C0292,HAPAG-LLOYD AG,GERMANY,KUROSH,Inactive
C2340,Harmony Marine Pte Ltd.,SINGAPORE,VALERIO,Inactive
C2705,HATICE SHIPPING GROUP S.A. c/o GN GROUP CORPORATION,PANAMA,ARZU,Inactive
C1374,HC TRADING MALTA LIMITED,MALTA,MALEK,Inactive
C2688,HITIT SHIPPING LTD  c/o YMN TANKER DENİZ İŞLETMECİLİĞİ  A.Ş.,MALTA,ARZU,Inactive
C2081,HOA NGOC LAN THAI BINH SHIPPING COMPANY LIMITED,VIETNAM,Unassigned,Inactive
C0486,HOANG HAI SHIPPING CO. LTD,VIETNAM,Unassigned,Inactive
C0881,"Hong Kong Caihong Shipping Co. Limited and/or Hong Kong Zhoushan Yihai Shipping Co., Ltd",HONG KONG,Unassigned,Inactive
C2323,Hong Kong Fengda Shipping Ltd c/o Fuzhou Hualong Shipping Co Ltd,CHINA,CHONG HAN,Inactive
C0075,HONG KONG HE HE INTET. SHIPPING CO.,HONG KONG,Unassigned,Inactive
C2564,HONG KONG JIN RUN SHIPPING CO. LTD and/or KEYSHINE SHIPPING PTE LTD,CHINA,SASCHA,Inactive
C2076,HONG SON TRADING SERVICES  CO. LTD.,VIETNAM,Unassigned,Inactive
C0077,HONGFA SHIPPING PTE LTD AND/OR ORIENTAL JINRONG SHIP MANAGEMENT CO LTD,CHINA,Unassigned,Inactive
C2310,Hongkong Jiaxin Shipping Limited,HONG KONG,Unassigned,Inactive
C0565,HORIZON SURVEY COMPANY,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C0582,"HSIN CHIEN MARINE CO., LTD",TAIWAN,Unassigned,Inactive
C2714,IBT Bunkering & Trading,GERMANY,KUROSH,Inactive
C2109,İÇDAŞ ÇELİK ENERJİ TERSANE VE ULAŞIM AŞ.,TURKEY,ARZU,Inactive
C2470,"IMSCO Ltd. / International Manpower & Shipping CO., Ltd.","KOREA, REPUBLIC OF",HYUKMIN,Inactive
C2584,INCE ATLANTIC SHIPPING PTE LTD,SINGAPORE,OMAR,Inactive
C0541,INCE DENIZCILIK VE TICARET A.S.,TURKEY,OMAR,Inactive
C0617,"INFICESS SHIPPING CO.,LTD","KOREA, REPUBLIC OF",HYUKMIN,Inactive
C0081,INTEGR8 FUELS INC,SINGAPORE,SASCHA,Inactive
C2525,Integrity Bulk ApS,DENMARK,Unassigned,Inactive
C2586,INTERGIS CO LTD,"KOREA, REPUBLIC OF",HYUKMIN,Inactive
C1227,INTERNATIONAL MARINE AND ENERGY DMCC,UNITED ARAB EMIRATES,MALEK,Inactive
C0083,INTERNATIONAL SHIPPING AND LABOUR COOPERATION JSC,VIETNAM,Unassigned,Inactive
C1989,International Shipping and Logistics FZE,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C1991,IPC MARINE SERVICES LLC,UNITED ARAB EMIRATES,KUROSH,Inactive
C0084,IRIS MARITIME INTERNATIONAL SA,INDONESIA,Unassigned,Inactive
C2692,ISKENDERUN SHIPPING LTD,MALTA,ARZU,Inactive
C0085,ISLAND OIL LIMITED,CYPRUS,Unassigned,Inactive
C2475,Jaldhi Overseas Pte Ltd,SINGAPORE,Unassigned,Inactive
C2454,Jalesh Cruises Mauritius Ltd,MAURITIUS,SONNICH,Inactive
C2233,Jan De Nul Dredging Ltd,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C0266,JASA MERIN (LABUAN) PLC,MALAYSIA,KAREN,Inactive
C1779,Jawar AL Khaleej  Shipping LLC,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C0088,JS & ENERGY INC.,"KOREA, REPUBLIC OF",KAREN,Inactive
C0884,JSC Northern Shipping Company,RUSSIAN FEDERATION,Unassigned,Inactive
C0089,JUI ZONG SHIP MANAGEMENT CO. LTD,TAIWAN,Unassigned,Inactive
C2467,Jungwon Maritime Pte Ltd,SINGAPORE,HYUKMIN,Inactive
C2180,Kalkavan Deniz Nak.Gıda Bil.Tic.Ltd.Şti,TURKEY,ARZU,Inactive
C1719,KARADENIZ HOLDING/KARPOWERSHIP ORIENT COMPANY LIMITED,TURKEY,ARZU,Inactive
C2090,KARADENIZ POWERSHIP AMERICAS COMPANY LIMITED,MARSHALL ISLANDS,OMAR,Inactive
C2485,Karvuna Ltd,MARSHALL ISLANDS,STELLA,Inactive
C2171,KAS TANKER CO. LTD c/o BESIKTAS LIKID TASIMACILIK DENIZCILIK TIC A.S.,MALTA,ARZU,Inactive
C0090,KHANG THINH TRADING SHIPPING JSC,VIETNAM,Unassigned,Inactive
C2727,KIARA PETROLEUM FZE,UNITED ARAB EMIRATES,MAAZ AHMED,Inactive
C2489,Kim Heng Marine & Oilfield Pte Ltd,SINGAPORE,VALERIO,Inactive
C0806,KIM LONG MARINE AND TRADING JOINT STOCK COMPANY,VIETNAM,Unassigned,Inactive
C0860,KIRUBAI CHARTERING PTE LTD,SINGAPORE,Unassigned,Inactive
C2674,KOCH SHIPPING PTE LTD,SINGAPORE,SASCHA,Inactive
C0091,KOO'S SHIPPING COMPANY,TAIWAN,KAREN,Inactive
C2472,Korin Star Co Ltd,"KOREA, REPUBLIC OF",HYUKMIN,Inactive
C2664,KPI BRIDGE OIL A/S,DENMARK,DARIA,Inactive
C2602,KPI BRIDGE OIL LTD,TURKEY,ARZU,Inactive
C0342,KS MARINE CORP.,"KOREA, REPUBLIC OF",Unassigned,Inactive
C2549,KSIM CO LTD,"KOREA, REPUBLIC OF",HYUKMIN,Inactive
C0092,"KULNATEE CO., LTD",THAILAND,KAREN,Inactive
C2736,Lady Demet Shipping Ltd c/o Devbulk Gemi Isletmeciligi AS,TURKEY,OMAR,Inactive
C0093,LAM KINH SHIPPING CO LTD,VIETNAM,Unassigned,Inactive
C0904,Lanpan Pte Ltd,UNITED ARAB EMIRATES,Unassigned,Inactive
C0649,LEON MARINE SHIPPING LTD C/O ALERIA DENIZCILIK VE TICARET A.Ş.,MARSHALL ISLANDS,ARZU,Inactive
C022601,LIANNEX CORPORATION PTE LTD,SINGAPORE,WILL ZHANG,Inactive
C0729,LIBERTY MARITIME INTERNATIONAL LTD,MONACO,VALERIO,Inactive
C2309,LIDER DENIZCILIK SAN. VE TIC. A.S. c/o CVS DENİZCİLİK SAN. TİC. LTD. ŞTİ.,TURKEY,ARZU,Inactive
C2641,LIGHTHOUSE NAVIGATION SINGAPORE PTE LTD,SINGAPORE,SASCHA,Inactive
C2532,"LINDSAY BLEE & CO., LTD",UNITED KINGDOM,VALERIO,Inactive
C2353,Livestock Express B.V,NETHERLANDS,VALERIO,Inactive
C0098,LONG HUNG TRADING & SERVICE CO. LTD,VIETNAM,Unassigned,Inactive
C0099,LONG MON SHIPPING CO LTD,VIETNAM,Unassigned,Inactive
C0873,LOYALTY SHIP MANAGEMENT FZC,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C2367,LUBECK SHIPPING LLC,UNITED ARAB EMIRATES,Unassigned,Inactive
C2610,LUCKY CREEK LIMITED c/o Feng Sea Shipping Pte Ltd,CHINA,SASCHA,Inactive
C2684,M PALLONJI LOGISTICS PVT LTD,INDIA,VAISHNAV,Inactive
C2424,M/Y Leander G c/o Leander cruises Ltd,UNITED KINGDOM,SONNICH,Inactive
C0100,M2M PANAMAX POOL LIMITED C/O M2M POOL MANAGEMENT LLP,UNITED KINGDOM,Unassigned,Inactive
C2643,Major Shipping Ltd c/o Pasifik Gemi Isletmeciligi ve Ticaret AS,TURKEY,OMAR,Inactive
C2139,Makunu Oil and Allied Products Ltd,NIGERIA,Unassigned,Inactive
C2724,Maribel Shipping Corp c/o Anglo Swiss Maritime Co Ltd,PANAMA,OMAR,Inactive
C022623,Marine Core & Charter LLC,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C2403,MARINE TRUST LTD,GEORGIA,STELLA,Inactive
C2199,Marubeni Petroleum Co Ltd,JAPAN,Unassigned,Inactive
C2266,MATLAMAT EMAS SDN BHD,MALAYSIA,KAREN,Inactive
C2446,MED Petroleum DMCC,UNITED ARAB EMIRATES,ARZU,Inactive
C2451,Medmar Inc,ATHENS,STELLA,Inactive
C0867,MEKONG PETROLEUM TRANSPORT JSC,VIETNAM,Unassigned,Inactive
C2603,Mensco Ltd c/o OG DENİZCİLİK SAN VE TİC A.Ş.,TURKEY,Unassigned,Inactive
C0825,MGN BUNKERING AND ENERGY C/O GN GROUP,GERMAN DEMOCRATIC REPUBLIC,Unassigned,Inactive
C1739,MICLYN EXPRESS OFSHORE (L) BHD,SINGAPORE,KAREN,Inactive
C0808,MILAHA (QATAR NAVIGATION COMPANY Q.S.C),QATAR,MAAZ AHMED,Inactive
C2168,MINERVA (SINGAPORE) PTE LTD,SINGAPORE,SASCHA,Inactive
C0106,MINH DUONG SHIPPING JSC AND/OR NGOC HIEU SHIPPING COMPANY LIMITED,VIETNAM,Unassigned,Inactive
C0107,MINH LUONG MARITIME JSC,VIETNAM,Unassigned,Inactive
C0823,"MINH PHU CO., LTD",VIETNAM,Unassigned,Inactive
C0812,MOHAN MUTHA TRANSLOGISTICS PVT. LTD,INDIA,VAISHNAV,Inactive
C2612,MOK PETROENERGY FZC,UNITED ARAB EMIRATES,MALEK,Inactive
C0108,MONJASA DMCC,UNITED ARAB EMIRATES,Unassigned,Inactive
C2711,Montano Maritime Co c/o Seaven Tanker Management Inc,GREECE,STELLA,Inactive
C2169,Movers Trading & Maritime Transportation Company C/O Movers Marine Ltd,QATAR,ARZU,Inactive
C2116,MRC ALEYNA SHIPPING CORPORATION c/o M.R.C. DENIZCILIK TURIZM ve PETROL URUNLERI TICARET LTD STI,TURKEY,ARZU,Inactive
C2437,MRC HATICE ANA SHIPPING CORPORATION c/o M.R.C. Denizcilik Turizm ve Petrol Urunleri Ticaret Ltd Sti,TURKEY,ARZU,Inactive
C2301,Multimax Shipping Pte Ltd C/O Shanghai Huishen Shipping Co Ltd,CHINA,CHONG HAN,Inactive
C2243,Munich Trader Shipping Co. Ltd. c/o Lomar Shipping Ltd,UNITED KINGDOM,Unassigned,Inactive
C0109,N L TRANSOIL LTD,CYPRUS,KUROSH,Inactive
C2565,N2 TANKERS B.V.,NETHERLANDS,VALERIO,Inactive
C2501,NAI INT. LTD,MALTA,VALERIO,Inactive
C0857,"NAM CUONG TRANSPORT TRADE INVESTMENT CO., LTD",VIETNAM,Unassigned,Inactive
C0793,NAM PHAT SHIPBUILDING AND/OR NAM PHAT TRADING & PRODUCING CO.LTD.,VIETNAM,Unassigned,Inactive
C2220,NAM SONG HAU TRADING INVESTING PETROLEUM JOINT STOCK COMPANY,VIETNAM,Unassigned,Inactive
C2497,NATURGY APROVISIONAMIENTOS S.A.,SPAIN,VALERIO,Inactive
C0869,NEREUS SHIPPING S.A.,GEORGIA,Unassigned,Inactive
C2421,NEW SAILING SHIPPING (HK) LIMITED,CHINA,SASCHA,Inactive
C2618,NEXT SHIPPING PTE. LTD.,SINGAPORE,ANDY NG,Inactive
C0111,NGUYEN PHUC COMMERIAL COMPANY LTD,VIETNAM,Unassigned,Inactive
C2579,NORBUNKER A/S,DENMARK,KAREN,Inactive
C2362,NORD MARINE SA,LEBANON,ARZU,Inactive
C2433,NORGAS CARRIERS AS,NORWAY,VALERIO,Inactive
C0465,NORTH STAR HOLDINGS,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C0113,NORWEGIAN OIL TRADING (SINGAPORE) PTE LTD,SINGAPORE,Unassigned,Inactive
C2571,NOVA CARRIERS (SINGAPORE) PTE LTD,SINGAPORE,SASCHA,Inactive
C022621,NOVA PETROLEUM (HK) LIMITED,CHINA,Unassigned,Inactive
C2241,NS HOLLAND SHIPHOLDING Ltd. c/o DELMORE VENTURES Ltd.,GEORGIA,Unassigned,Inactive
C2577,OBA FOOD GIDA SAN VE TIC A.S.,TURKEY,ARZU,Inactive
C0117,OCEAN GREEN MARINE PTE LTD,SINGAPORE,Unassigned,Inactive
C2262,Ocean Man United Pte Ltd,SINGAPORE,Unassigned,Inactive
C2669,Ocean Wave Shipping & Trading SA,MARSHALL ISLANDS,OMAR,Inactive
C2394,Ocean7 Chartering ApS,DENMARK,KAREN,Inactive
C2706,Ocean7 Projects Aps,DENMARK,KAREN,Inactive
C0118,OCEANA SHIPPING AG C/O SUISSE-ATLANTIQUE,SWITZERLAND,VALERIO,Inactive
C0119,OCEANIC FALCON INT'L SHIP. CO. LTD,CHINA,Unassigned,Inactive
C2553,OKA TANKER PTE LTD,SINGAPORE,SASCHA,Inactive
C0858,OMEGA PETROENERGY PVT LTD,INDIA,VAISHNAV,Inactive
C2478,Orient Peace Operations Limited c/o Genting Cruise Lines,MALAYSIA,Unassigned,Inactive
C0123,ORIENT SHIPPING SERVICE CO. LTD,VIETNAM,Unassigned,Inactive
C2604,ORION OWNERS INC OF MARSHALL ISL C/O TMS BULKERS LTD,ATHENS,STELLA,Inactive
C0124,ORKIM ENERGY SDN BHD,MALAYSIA,KAREN,Inactive
C0125,ORKIM INSPIRATION SDN BHD,MALAYSIA,Unassigned,Inactive
C0876,ORKIM LEADER SDN BHD,MALAYSIA,KAREN,Inactive
C0126,ORKIM MARINE SDN BHD,MALAYSIA,Unassigned,Inactive
C0886,ORKIM POWER SDN BHD,MALAYSIA,KAREN,Inactive
C2251,ORKIM WISDOM SDN BHD,MALAYSIA,SASCHA,Inactive
C2356,OSA SHIPPING ENTERPRISES LTD C/O Tango Shipping & Trading Co.Ltd,VIRGIN ISLANDS (BRITISH),ARZU,Inactive
C0862,OSL VIET NAM SHIPPING & TRADING CO.LTD,VIETNAM,Unassigned,Inactive
C2606,Ostro Owners inc c/o TMS Tankers Ltd,MARSHALL ISLANDS,STELLA,Inactive
C1301,OVERSEAS MARINE LOGISTICS,UNITED ARAB EMIRATES,MALEK,Inactive
C2473,PACIFIC BULK SHIPPING LTD c/o Lexden Marine Ltd,MARSHALL ISLANDS,KUROSH,Inactive
C2252,PACIFIC OCEAN S.A C/O Q SHIPPING BV,MARSHALL ISLANDS,ARZU,Inactive
C0128,PAJSON TRADING DMCC,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C0130,PARADIGM SEASTAR LIMITED,UNITED ARAB EMIRATES,Unassigned,Inactive
C0865,PEGASUS SHIPPING AND INVESTMENT COMPANY LIMITED,VIETNAM,Unassigned,Inactive
C0782,PENINSULA PETROLEUM LIMITED,IRELAND,SATNAM,Inactive
C2742,Pergamos Owning Company Ltd c/o TMS Dry Ltd,GREECE,STELLA,Inactive
C2299,Perosea Shipping Company S.A. c/o Sahara Energy Resources Limited,GEORGIA,MAAZ AHMED,Inactive
C2395,Perseveranza S.P.A. Di Navigazione,ITALY,VALERIO,Inactive
C0827,PETROL BUNKERING & TRADING PBT LTD.,GERMAN DEMOCRATIC REPUBLIC,Unassigned,Inactive
C0847,"PHC MARITIME CO.,LTD",VIETNAM,Unassigned,Inactive
C0136,PHU AN JOINT STOCK COMPANY,VIETNAM,Unassigned,Inactive
C0138,PHU TAI COMMERCIAL AND SHIPPING SERVICE,VIETNAM,Unassigned,Inactive
C0139,PHUONG NAM INVESTMENT TOURISM & SHIPPING,VIETNAM,Unassigned,Inactive
C0140,PIONEER LOGISTICS & TRADING CO. LTD,VIETNAM,Unassigned,Inactive
C2409,Platina Bulk Carriers Pte Ltd,SINGAPORE,KUROSH,Inactive
C1028,PLATINUM CORPORATION FZE,UNITED ARAB EMIRATES,MALEK,Inactive
C2562,PNX PETROLEUM SINGAPORE PTE LTD,SINGAPORE,VALERIO,Inactive
C0141,POLEMBROS SHIPPING LTD,GEORGIA,Unassigned,Inactive
C2312,Portland International,BANGLADESH,MAAZ AHMED,Inactive
C0879,PRAXIS ENERGY AGENTS S.A.,UNITED ARAB EMIRATES,Unassigned,Inactive
C2430,PRECIOUS CHARM LIMITED,VIRGIN ISLANDS (BRITISH),KAREN,Inactive
C2696,PREMIER CEMENT LTD,IRELAND,OMAR,Inactive
C2207,Prometheus Maritime Ltd,NIGERIA,MAAZ AHMED,Inactive
C0146,PROPEL SHIPPING PTE LTD,SINGAPORE,SASCHA,Inactive
C2084,PT BROTOJOYO MARITIME,INDONESIA,Unassigned,Inactive
C0306,Qatar Chemical and Petrochemical Marketing & Distribution Company (Muntajat) Q.P.J.S.C,INDIA,VAISHNAV,Inactive
C0150,QATAR NAVIGATION (MILAHA)  QSC,QATAR,KUROSH,Inactive
C2155,Ramira Maritime LLC,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C2082,Rang Dong Shipping Agency co. Ltd,VIETNAM,Unassigned,Inactive
C2287,Recstar Middle East DMCC,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C2710,REK.NAV MANAGEMENT CO. LTD,EGYPT,KUROSH,Inactive
C0152,RESEACH TECHNOLOGY PTE LTD,CHINA,Unassigned,Inactive
C2632,RIVER ELBE SHIPPING LTD. C/O WAKES & CO LTD,UNITED KINGDOM,ARZU,Inactive
C2214,RORY MALTA LIMITED c/o Q Shipping BV,MALTA,ARZU,Inactive
C0157,RUDDER S.A.M.,MONACO,SASCHA,Inactive
C0450,"S. NAVIGATION CO., LTD",THAILAND,KAREN,Inactive
C0158,"S. SHIP MANAGEMENT 2000 CO., LTD",THAILAND,KAREN,Inactive
C2486,Saehan Marine Co Ltd,"KOREA, REPUBLIC OF",HYUKMIN,Inactive
C2598,SAFIR GEMI TASIMACILIK SAN.VE TİC.LTD.ŞTİ c/o MILKY WAY SHIPPING CORP,ISTANBUL,ARZU,Inactive
C0910,Sahara Energy Resources Limited,NIGERIA,MALEK,Inactive
C2281,SAKINE SHIPPING CO. LTD. c/o Lider Ship Management Co. Ltd,ISTANBUL,ARZU,Inactive
C0160,SAMOS STEAMSHIP COMPANY,GEORGIA,STELLA,Inactive
C0811,"SANG THAI TRANSPORT CO.,LTD",THAILAND,Unassigned,Inactive
C2689,SAQR LOGISTICS TRADING COMPANY,UNITED ARAB EMIRATES,KUROSH,Inactive
C0162,SATURN MARINE & TRADING PTE LTD.,SINGAPORE,Unassigned,Inactive
C2671,S-BULKERS SHIPPING LTD,SWITZERLAND,VALERIO,Inactive
C1398,SCF Management Services (Dubai) Ltd,UNITED ARAB EMIRATES,KUROSH,Inactive
C2425,SCF Management Services (St Petersburg) Ltd,RUSSIAN FEDERATION,KUROSH,Inactive
C2096,Scotline Ltd,UNITED KINGDOM,Unassigned,Inactive
C2200,SEA AEOLIS MARITIME LTD C/O MEDITERRANEAN CAR CARRIERS LINE S.A.,GEORGIA,ARZU,Inactive
C0853,SEA CONSORTIUM PTE LTD,SINGAPORE,SASCHA,Inactive
C2215,SEA LIGHT KOREA,"KOREA, REPUBLIC OF",Unassigned,Inactive
C0163,SEA OIL PETROLEUM PTE LTD,SINGAPORE,Unassigned,Inactive
C2735,SEA TANKERS 5 LTD c/o YMN TANKER DENIZ ISLETMECILIGI,TURKEY,ARZU,Inactive
C1663,Sea Tankers 6 Ltd c/o YMN Tanker Marine Management Inc,FRANCE,ARZU,Inactive
C0164,SEA TRADER INTERNATIONAL LTD,HONG KONG,SASCHA,Inactive
C1002,Sea World Management and Trading INC,GEORGIA,Unassigned,Inactive
C2750,SEABRIGHT SHIPPING INC,SINGAPORE,Unassigned,Inactive
C2591,SEACOAST SHIPPING AND MARINE SERVICES,INDIA,VAISHNAV,Inactive
SEAFUELS,SEAFUELS INTERNATIONAL,INDIA,VAISHNAV,Inactive
C0165,SEAHUB SHIPPING & LOGISTICS ( P) LTD.,INDIA,VAISHNAV,Inactive
C2734,Seanote Navigation S.A.. C/O Yasa Gemi Isletmeciligi ve Ticaret A.S.,TURKEY,ARZU,Inactive
C2483,"Seastar Maritime co., ltd","KOREA, REPUBLIC OF",HYUKMIN,Inactive
C2551,SEATREK TRANS PTE LTD,SINGAPORE,VALERIO,Inactive
C0905,SEATREK TRANS PTE LTD,SINGAPORE,WILL ZHANG,Inactive
C2701,SEMA SHIPPING CORP,PANAMA,ARZU,Inactive
C0166,SENTEK MARINE & TRADING PRIVATE LIMITED,SINGAPORE,Unassigned,Inactive
C0167,SHINLINE SDN BHD,MALAYSIA,Unassigned,Inactive
C0803,"Ship Recycling Investments Inc c/o Global Marketing Systems, Dubai",UNITED ARAB EMIRATES,Unassigned,Inactive
C0828,SHIPOIL LTD,GERMAN DEMOCRATIC REPUBLIC,MAAZ AHMED,Inactive
C0885,SHORTSEA EXPRESS LINES LTD,CYPRUS,Unassigned,Inactive
C0672,SHREYAS SHIPPING & LOGISTICS LIMITED,INDIA,VAISHNAV,Inactive
C1087,Silver Star Ship Management FZE,UNITED ARAB EMIRATES,MALEK,Inactive
C0169,SIN SOON HOCK SDN BHD,MALAYSIA,Unassigned,Inactive
